"","BOX","year","fledglings","fledgling_mass","site","fledgling_massDev"
"458","Y33",2021,1,206.1,"STITHIANS",-33.2848484848485
"459","Y33",2022,2,443.6,"STITHIANS",133.106060606061
"460","Y33",2023,2,388.9,"STITHIANS",67.409375
"461","Y34",2014,0,0,"STITHIANS",-329.339285714286
"462","Y34",2015,1,226.7,"STITHIANS",-293.516129032258
"463","Y34",2016,2,441.9,"STITHIANS",-0.212121212121247
"464","Y34",2017,2,445.8,"STITHIANS",-13.5
"465","Y34",2018,1,259.3,"STITHIANS",-134.712121212121
"466","Y34",2019,2,412.8,"STITHIANS",65.9848484848484
"467","Y34",2020,0,379,"STITHIANS",30.5705882352941
"468","Y34",2021,0,0,"STITHIANS",-239.384848484848
"469","Y34",2022,1,246.4,"STITHIANS",-64.0939393939394
"470","Y34",2023,0,0,"STITHIANS",-321.490625
"471","Y35",2015,4,891,"STITHIANS",370.783870967742
"472","Y35",2016,3,599.7,"STITHIANS",157.587878787879
"473","Y35",2017,2,478.8,"STITHIANS",19.5
"474","Y35",2018,3,578.2,"STITHIANS",184.187878787879
"475","Y35",2019,2,394.4,"STITHIANS",47.5848484848485
"476","Y35",2020,0,382.1,"STITHIANS",33.6705882352941
"477","Y35",2021,0,200,"STITHIANS",-39.3848484848485
"478","Y35",2022,0,0,"STITHIANS",-310.493939393939
"479","Y35",2023,1,230.3,"STITHIANS",-91.190625
"480","Z02",2015,3,658.6,"PENCOOSE",173.757096774194
"481","Z02",2016,0,0,"PENCOOSE",-443.935135135135
"482","Z02",2017,0,0,"PENCOOSE",-391.19756097561
"483","Z02",2018,0,0,"PENCOOSE",-421.120512820513
"484","Z02",2019,0,0,"PENCOOSE",-335.866666666667
"485","Z02",2020,0,0,"STITHIANS",-348.429411764706
"486","Z02",2021,0,0,"PENCOOSE",-302.961538461538
"487","Z02",2022,2,415.8,"PENCOOSE",73.4410256410256
"488","Z02",2023,0,0,"PENCOOSE",-365.82972972973
"489","Z03",2015,3,649,"PENCOOSE",164.157096774194
"490","Z03",2016,3,582.6,"PENCOOSE",138.664864864865
"491","Z03",2017,2,439.3,"PENCOOSE",48.1024390243903
"492","Z03",2018,2,492.1,"PENCOOSE",70.9794871794872
"493","Z03",2019,2,447.6,"PENCOOSE",111.733333333333
"494","Z03",2020,0,242.6,"PENCOOSE",-181.765789473684
"495","Z03",2021,1,235,"PENCOOSE",-67.9615384615385
"496","Z03",2022,2,437.7,"PENCOOSE",95.3410256410256
"497","Z03",2023,3,639,"PENCOOSE",273.17027027027
"498","Z03",2024,0,0,"PENCOOSE",0
"499","Z05",2015,3,680.53,"PENCOOSE",195.687096774194
"500","Z05",2016,3,685.2,"PENCOOSE",241.264864864865
"501","Z05",2017,1,281.4,"PENCOOSE",-109.79756097561
"502","Z05",2018,2,475,"PENCOOSE",53.8794871794872
"503","Z05",2019,1,226.5,"PENCOOSE",-109.366666666667
"504","Z05",2020,0,460.2,"PENCOOSE",35.8342105263158
"505","Z05",2021,0,0,"PENCOOSE",-302.961538461538
"506","Z05",2022,2,494.7,"PENCOOSE",152.341025641026
"507","Z05",2023,2,456.6,"PENCOOSE",90.7702702702703
"508","Z06",2013,2,438.2,"PENCOOSE",19
"509","Z06",2014,3,604,"PENCOOSE",224.035294117647
"510","Z06",2015,3,669.6,"PENCOOSE",184.757096774194
"511","Z06",2016,3,717.4,"PENCOOSE",273.464864864865
"512","Z06",2017,3,589,"PENCOOSE",197.80243902439
"513","Z06",2018,3,589.4,"PENCOOSE",168.279487179487
"514","Z06",2019,3,478.3,"PENCOOSE",142.433333333333
"515","Z06",2020,0,458.1,"PENCOOSE",33.7342105263158
"516","Z06",2021,1,220,"PENCOOSE",-82.9615384615385
"517","Z06",2022,0,0,"PENCOOSE",-342.358974358974
"518","Z06",2023,0,0,"PENCOOSE",-365.82972972973
"519","Z06",2024,0,0,"PENCOOSE",0
"520","Z07",2014,1,279.5,"PENCOOSE",-100.464705882353
"521","Z07",2015,4,904.5,"PENCOOSE",419.657096774194
"522","Z07",2016,3,719,"PENCOOSE",275.064864864865
"523","Z07",2017,0,0,"PENCOOSE",-391.19756097561
"524","Z07",2018,0,0,"PENCOOSE",-421.120512820513
"525","Z07",2019,0,0,"PENCOOSE",-335.866666666667
"526","Z07",2020,0,0,"PENCOOSE",-424.365789473684
"527","Z07",2021,0,0,"PENCOOSE",-302.961538461538
"528","Z07",2022,0,0,"PENCOOSE",-342.358974358974
"529","Z07",2023,0,0,"PENCOOSE",-365.82972972973
"530","Z08",2015,0,0,"PENCOOSE",-484.842903225806
"531","Z08",2016,0,406.6,"PENCOOSE",-37.3351351351351
"532","Z08",2017,2,509.3,"PENCOOSE",118.10243902439
"533","Z08",2018,3,599.5,"PENCOOSE",178.379487179487
"534","Z08",2019,1,233.9,"PENCOOSE",-101.966666666667
"535","Z08",2020,0,0,"PENCOOSE",-424.365789473684
"536","Z08",2021,1,220.1,"PENCOOSE",-82.8615384615385
"537","Z08",2022,2,491.5,"PENCOOSE",149.141025641026
"538","Z08",2023,0,0,"PENCOOSE",-365.82972972973
"539","Z08",2024,0,0,"PENCOOSE",0
"540","Z09",2022,2,463,"PENCOOSE",120.641025641026
"541","Z10",2014,3,567.9,"PENCOOSE",187.935294117647
"542","Z10",2016,3,657.1,"PENCOOSE",213.164864864865
"543","Z10",2017,3,654.1,"PENCOOSE",262.90243902439
"544","Z10",2018,2,510.1,"PENCOOSE",88.9794871794872
"545","Z10",2019,2,435.8,"PENCOOSE",99.9333333333333
"546","Z10",2020,0,461.5,"PENCOOSE",37.1342105263158
"547","Z10",2021,2,471.2,"PENCOOSE",168.238461538462
"548","Z10",2022,2,490.3,"PENCOOSE",147.941025641026
"549","Z10",2023,1,440.3,"PENCOOSE",74.4702702702703
"550","Z11",2013,0,0,"PENCOOSE",-419.2
"551","Z11",2015,0,0,"PENCOOSE",-484.842903225806
"552","Z11",2016,3,613.2,"PENCOOSE",169.264864864865
"553","Z11",2017,2,485.1,"PENCOOSE",93.9024390243903
"554","Z11",2018,1,229.9,"PENCOOSE",-191.220512820513
"555","Z11",2019,0,0,"PENCOOSE",-335.866666666667
"556","Z11",2020,0,591.4,"PENCOOSE",167.034210526316
"557","Z11",2021,3,605.3,"PENCOOSE",302.338461538462
"558","Z11",2022,3,575.8,"PENCOOSE",233.441025641026
"559","Z11",2023,3,569.2,"PENCOOSE",203.37027027027
"560","Z13",2014,0,0,"PENCOOSE",-379.964705882353
"561","Z13",2015,2,535,"PENCOOSE",50.1570967741936
"562","Z13",2016,2,494.3,"PENCOOSE",50.3648648648648
"563","Z13",2017,1,239,"PENCOOSE",-152.19756097561
"564","Z13",2018,3,687.8,"PENCOOSE",266.679487179487
"565","Z13",2019,3,602.3,"PENCOOSE",266.433333333333
"566","Z13",2020,0,653.2,"PENCOOSE",228.834210526316
"567","Z13",2021,0,0,"PENCOOSE",-302.961538461538
"568","Z13",2022,2,480.8,"PENCOOSE",138.441025641026
"569","Z13",2023,1,172.5,"PENCOOSE",-193.32972972973
"570","Z14",2013,3,574.6,"PENCOOSE",155.4
"571","Z14",2014,3,671.2,"PENCOOSE",291.235294117647
"572","Z14",2015,3,685.5,"PENCOOSE",200.657096774194
"573","Z14",2016,3,733,"PENCOOSE",289.064864864865
"574","Z14",2017,3,694.9,"PENCOOSE",303.70243902439
"575","Z14",2018,2,481.5,"PENCOOSE",60.3794871794872
"576","Z14",2019,2,421.8,"PENCOOSE",85.9333333333333
"577","Z14",2020,0,544.6,"PENCOOSE",120.234210526316
"578","Z14",2021,1,223.6,"PENCOOSE",-79.3615384615385
"579","Z14",2022,3,696.7,"PENCOOSE",354.341025641026
"580","Z14",2023,2,410.6,"PENCOOSE",44.7702702702703
"581","Z14",2024,0,0,"PENCOOSE",0
"582","Z15",2013,2,401.8,"PENCOOSE",-17.4
"583","Z15",2014,3,767.8,"PENCOOSE",387.835294117647
"584","Z15",2015,3,713.5,"PENCOOSE",228.657096774194
"585","Z15",2016,3,736.8,"PENCOOSE",292.864864864865
"586","Z15",2017,2,450.9,"PENCOOSE",59.7024390243902
"587","Z15",2018,2,418.1,"PENCOOSE",-3.02051282051281
"588","Z15",2019,1,232.6,"PENCOOSE",-103.266666666667
"589","Z15",2020,0,555,"PENCOOSE",130.634210526316
"590","Z15",2021,2,475.7,"PENCOOSE",172.738461538462
"591","Z15",2022,0,0,"PENCOOSE",-342.358974358974
"592","Z15",2023,2,361,"PENCOOSE",-4.82972972972971
"593","Z16",2015,2,474.9,"PENCOOSE",-9.94290322580645
"594","Z16",2016,2,467.8,"PENCOOSE",23.8648648648648
"595","Z16",2017,2,467.4,"PENCOOSE",76.2024390243902
"596","Z16",2018,1,224.4,"PENCOOSE",-196.720512820513
"597","Z16",2019,2,382,"PENCOOSE",46.1333333333333
"598","Z16",2020,0,401.2,"PENCOOSE",-23.1657894736842
"599","Z16",2021,2,480.7,"PENCOOSE",177.738461538462
"600","Z16",2022,2,439.7,"PENCOOSE",97.3410256410256
"601","Z16",2023,2,369.9,"PENCOOSE",4.07027027027027
"602","Z16",2024,0,0,"PENCOOSE",0
"603","Z17",2015,2,413.9,"PENCOOSE",-70.9429032258064
"604","Z17",2016,2,433.1,"PENCOOSE",-10.8351351351351
"605","Z17",2017,3,730.3,"PENCOOSE",339.10243902439
"606","Z17",2018,3,662.9,"PENCOOSE",241.779487179487
"607","Z17",2019,2,435.1,"PENCOOSE",99.2333333333333
"608","Z17",2020,0,680.6,"PENCOOSE",256.234210526316
"609","Z17",2021,2,485,"PENCOOSE",182.038461538462
"610","Z17",2022,0,0,"PENCOOSE",-342.358974358974
"611","Z17",2023,2,468.3,"PENCOOSE",102.47027027027
"612","Z18",2015,2,448.8,"PENCOOSE",-36.0429032258064
"613","Z18",2016,3,569,"PENCOOSE",125.064864864865
"614","Z18",2017,1,214.5,"PENCOOSE",-176.69756097561
"615","Z18",2018,2,463.8,"PENCOOSE",42.6794871794872
"616","Z18",2019,3,645.2,"PENCOOSE",309.333333333333
"617","Z18",2020,0,164.6,"PENCOOSE",-259.765789473684
"618","Z18",2021,2,403.7,"PENCOOSE",100.738461538462
"619","Z18",2022,0,201.5,"PENCOOSE",-140.858974358974
"620","Z18",2023,0,162.8,"PENCOOSE",-203.02972972973
"621","Z18",2024,0,0,"PENCOOSE",0
"622","Z19",2013,1,234.5,"PENCOOSE",-184.7
"623","Z19",2014,2,493.5,"PENCOOSE",113.535294117647
"624","Z19",2015,1,177.4,"PENCOOSE",-307.442903225806
"625","Z19",2017,2,462.6,"PENCOOSE",71.4024390243903
"626","Z19",2018,2,438.1,"PENCOOSE",16.9794871794872
"627","Z19",2019,3,521.8,"PENCOOSE",185.933333333333
"628","Z19",2020,0,613.3,"PENCOOSE",188.934210526316
"629","Z19",2021,0,0,"PENCOOSE",-302.961538461538
"630","Z19",2022,0,0,"PENCOOSE",-342.358974358974
"631","Z19",2023,4,779,"PENCOOSE",413.17027027027
"632","Z20",2013,2,439.9,"PENCOOSE",20.7
"633","Z20",2015,2,406.3,"PENCOOSE",-78.5429032258064
"634","Z20",2016,1,235.2,"PENCOOSE",-208.735135135135
"635","Z20",2017,2,496.5,"PENCOOSE",105.30243902439
"636","Z20",2018,1,186,"PENCOOSE",-235.120512820513
"637","Z20",2019,2,376.1,"PENCOOSE",40.2333333333333
"638","Z20",2020,0,398.4,"PENCOOSE",-25.9657894736843
"639","Z20",2021,2,449.2,"PENCOOSE",146.238461538462
"640","Z20",2022,2,384.1,"PENCOOSE",41.7410256410257
"641","Z20",2023,2,379.8,"PENCOOSE",13.9702702702702
"642","Z21",2016,0,0,"PENCOOSE",-443.935135135135
"643","Z21",2017,0,0,"PENCOOSE",-391.19756097561
"644","Z21",2018,1,301.4,"PENCOOSE",-119.720512820513
"645","Z21",2019,0,0,"PENCOOSE",-335.866666666667
"646","Z21",2020,0,159.8,"PENCOOSE",-264.565789473684
"647","Z21",2021,1,208.9,"PENCOOSE",-94.0615384615384
"648","Z21",2022,2,409.7,"PENCOOSE",67.3410256410257
"649","Z21",2023,2,355.7,"PENCOOSE",-10.1297297297297
"650","Z22",2014,2,447,"PENCOOSE",67.0352941176471
"651","Z22",2015,0,0,"PENCOOSE",-484.842903225806
"652","Z22",2016,3,684.9,"PENCOOSE",240.964864864865
"653","Z22",2017,1,259.8,"PENCOOSE",-131.39756097561
"654","Z22",2018,3,771.2,"PENCOOSE",350.079487179487
"655","Z22",2019,3,677.7,"PENCOOSE",341.833333333333
"656","Z22",2020,0,630.6,"PENCOOSE",206.234210526316
"657","Z22",2021,2,490.7,"PENCOOSE",187.738461538462
"658","Z22",2022,0,0,"PENCOOSE",-342.358974358974
"659","Z22",2023,2,481.5,"PENCOOSE",115.67027027027
"660","Z22",2024,0,0,"PENCOOSE",0
"661","Z23",2014,2,465.8,"PENCOOSE",85.835294117647
"662","Z23",2015,2,477.6,"PENCOOSE",-7.2429032258064
"663","Z23",2016,3,723.4,"PENCOOSE",279.464864864865
"664","Z23",2017,2,474,"PENCOOSE",82.8024390243903
"665","Z23",2018,3,709.8,"PENCOOSE",288.679487179487
"666","Z23",2019,2,479.5,"PENCOOSE",143.633333333333
"667","Z23",2020,0,262.7,"PENCOOSE",-161.665789473684
"668","Z23",2021,2,601.6,"PENCOOSE",298.638461538462
"669","Z23",2022,3,672.3,"PENCOOSE",329.941025641026
"670","Z23",2023,2,356.5,"PENCOSE",0
"671","Z24",2013,3,656.9,"PENCOOSE",237.7
"672","Z24",2014,2,469.7,"PENCOOSE",89.7352941176471
"673","Z24",2015,3,751.9,"PENCOOSE",267.057096774194
"674","Z24",2016,4,956.1,"PENCOOSE",512.164864864865
"675","Z24",2017,3,722.6,"PENCOOSE",331.40243902439
"676","Z24",2018,2,487.2,"PENCOOSE",66.0794871794872
"677","Z24",2019,3,703.6,"PENCOOSE",367.733333333333
"678","Z24",2020,0,682.2,"PENCOOSE",257.834210526316
"679","Z24",2021,2,469,"PENCOOSE",166.038461538462
"680","Z24",2022,3,635.6,"PENCOOSE",293.241025641026
"681","Z24",2023,2,397.6,"PENCOOSE",31.7702702702703
"682","Z25",2014,0,0,"PENCOOSE",-379.964705882353
"683","Z25",2015,2,412.1,"PENCOOSE",-72.7429032258064
"684","Z25",2016,2,420.6,"PENCOOSE",-23.3351351351351
"685","Z25",2017,3,518,"PENCOOSE",126.80243902439
"686","Z25",2018,3,519.1,"PENCOOSE",97.9794871794872
"687","Z25",2019,2,320.8,"PENCOOSE",-15.0666666666667
"688","Z25",2020,0,433.1,"PENCOOSE",8.73421052631579
"689","Z25",2021,2,332.4,"PENCOOSE",29.4384615384615
"690","Z25",2022,2,543.2,"PENCOOSE",200.841025641026
"691","Z25",2023,0,0,"PENCOOSE",-365.82972972973
"692","Z26",2015,3,731.2,"PENCOOSE",246.357096774194
"693","Z26",2016,3,803.7,"PENCOOSE",359.764864864865
"694","Z26",2017,2,495.9,"PENCOOSE",104.70243902439
"695","Z26",2018,3,762.2,"PENCOOSE",341.079487179487
"696","Z26",2019,1,233.7,"PENCOOSE",-102.166666666667
"697","Z26",2020,0,0,"PENCOOSE",-424.365789473684
"698","Z26",2021,2,433.4,"PENCOOSE",130.438461538462
"699","Z26",2022,3,524.8,"PENCOOSE",182.441025641026
"700","Z26",2023,3,558.3,"PENCOOSE",192.47027027027
"701","Z27",2014,0,0,"PENCOOSE",-379.964705882353
"702","Z27",2015,3,651.5,"PENCOOSE",166.657096774194
"703","Z27",2016,1,264,"PENCOOSE",-179.935135135135
"704","Z27",2017,1,265.1,"PENCOOSE",-126.09756097561
"705","Z27",2018,2,592.3,"PENCOOSE",171.179487179487
"706","Z27",2019,3,572.2,"PENCOOSE",236.333333333333
"707","Z27",2020,0,449.5,"PENCOOSE",25.1342105263158
"708","Z27",2021,2,421.6,"PENCOOSE",118.638461538462
"709","Z27",2022,2,425.4,"PENCOOSE",83.0410256410256
"710","Z27",2023,2,459,"PENCOOSE",93.1702702702703
"711","Z28",2013,2,395.3,"PENCOOSE",-23.9
"712","Z28",2014,4,806.4,"PENCOOSE",426.435294117647
"713","Z28",2015,3,808.8,"PENCOOSE",323.957096774194
"714","Z28",2016,3,695.3,"PENCOOSE",251.364864864865
"715","Z28",2017,3,654.6,"PENCOOSE",263.40243902439
"716","Z28",2018,3,661.4,"PENCOOSE",240.279487179487
"717","Z28",2019,0,365.2,"PENCOOSE",29.3333333333334
"718","Z28",2020,0,413.4,"PENCOOSE",-10.9657894736843
"719","Z28",2021,1,203.8,"PENCOOSE",-99.1615384615384
"720","Z28",2022,0,0,"PENCOOSE",-342.358974358974
"721","Z28",2023,3,554.5,"PENCOOSE",188.67027027027
"722","Z29",2015,1,407.6,"PENCOOSE",-77.2429032258064
"723","Z29",2016,0,0,"PENCOOSE",-443.935135135135
"724","Z29",2017,2,502.4,"PENCOOSE",111.20243902439
"725","Z29",2018,2,413.7,"PENCOOSE",-7.42051282051278
"726","Z29",2019,3,608.2,"PENCOOSE",272.333333333333
"727","Z29",2020,0,671.5,"PENCOOSE",247.134210526316
"728","Z29",2021,3,664.9,"PENCOOSE",361.938461538462
"729","Z29",2022,3,507.2,"PENCOOSE",164.841025641026
"730","Z29",2023,2,426,"PENCOOSE",60.1702702702703
"731","Z30",2013,3,631.6,"PENCOOSE",212.4
"732","Z30",2014,1,185.9,"PENCOOSE",-194.064705882353
"733","Z30",2015,3,623.5,"PENCOOSE",138.657096774194
"734","Z30",2016,0,0,"PENCOOSE",-443.935135135135
"735","Z30",2017,2,434.9,"PENCOOSE",43.7024390243902
"736","Z30",2018,0,0,"PENCOOSE",-421.120512820513
"737","Z30",2019,0,0,"PENCOOSE",-335.866666666667
"738","Z30",2020,0,462,"PENCOOSE",37.6342105263158
"739","Z30",2021,2,447.8,"PENCOOSE",144.838461538462
"740","Z30",2022,2,460.1,"PENCOOSE",117.741025641026
"741","Z30",2023,2,470.8,"PENCOOSE",104.97027027027
"742","Z31",2014,0,0,"PENCOOSE",-379.964705882353
"743","Z31",2016,2,419.9,"PENCOOSE",-24.0351351351352
"744","Z31",2017,2,436.4,"PENCOOSE",45.2024390243902
"745","Z31",2018,2,445.1,"PENCOOSE",23.9794871794872
"746","Z31",2019,1,166.5,"PENCOOSE",-169.366666666667
"747","Z31",2020,0,235.8,"PENCOOSE",-188.565789473684
"748","Z31",2021,1,219.1,"PENCOOSE",-83.8615384615385
"749","Z31",2022,0,0,"PENCOOSE",-342.358974358974
"750","Z31",2023,2,439.1,"PENCOOSE",73.2702702702703
"751","Z31",2024,0,0,"PENCOOSE",0
"752","Z32",2014,1,218.7,"PENCOOSE",-161.264705882353
"753","Z32",2016,0,139.2,"PENCOOSE",-304.735135135135
"754","Z32",2017,3,587.8,"PENCOOSE",196.60243902439
"755","Z32",2018,1,197.2,"PENCOOSE",-223.920512820513
"756","Z32",2019,1,339.4,"PENCOOSE",3.5333333333333
"757","Z32",2020,0,202.1,"PENCOOSE",-222.265789473684
"758","Z32",2021,0,0,"PENCOOSE",-302.961538461538
"759","Z32",2022,0,0,"PENCOOSE",-342.358974358974
"760","Z32",2023,2,443.6,"PENCOOSE",77.7702702702703
"761","Z32",2024,0,0,"PENCOOSE",0
"762","Z33",2015,2,433.9,"PENCOOSE",-50.9429032258064
"763","Z33",2016,1,211.2,"PENCOOSE",-232.735135135135
"764","Z33",2017,1,215.1,"PENCOOSE",-176.09756097561
"765","Z33",2018,1,223.9,"PENCOOSE",-197.220512820513
"766","Z33",2019,2,421.9,"PENCOOSE",86.0333333333333
"767","Z33",2020,0,225.7,"PENCOOSE",-198.665789473684
"768","Z33",2021,1,199.9,"PENCOOSE",-103.061538461538
"769","Z33",2022,1,332.3,"PENCOOSE",-10.0589743589744
"770","Z33",2023,2,369.9,"PENCOOSE",4.07027027027027
"771","Z33",2024,0,0,"PENCOOSE",0
"772","Z34",2014,2,482,"PENCOOSE",102.035294117647
"773","Z35",2017,1,253.2,"PENCOOSE",-137.99756097561
"774","Z35",2018,3,570,"PENCOOSE",148.879487179487
"775","Z35",2019,0,0,"PENCOOSE",-335.866666666667
"776","Z35",2020,0,502,"PENCOOSE",77.6342105263158
"777","Z35",2021,0,0,"PENCOOSE",-302.961538461538
"778","Z35",2022,2,498,"PENCOOSE",155.641025641026
"779","Z35",2023,3,605.1,"PENCOOSE",239.27027027027
"780","Z37",2015,2,461.9,"PENCOOSE",-22.9429032258064
"781","Z37",2016,3,621.1,"PENCOOSE",177.164864864865
"782","Z37",2017,3,613.6,"PENCOOSE",222.40243902439
"783","Z37",2018,0,0,"PENCOOSE",-421.120512820513
"784","Z37",2019,0,0,"PENCOOSE",-335.866666666667
"785","Z37",2020,0,595.4,"PENCOOSE",171.034210526316
"786","Z37",2021,0,0,"PENCOOSE",-302.961538461538
"787","Z38",2015,2,365,"PENCOOSE",-119.842903225806
"788","Z38",2016,1,151.2,"PENCOOSE",-292.735135135135
"789","Z38",2017,1,222.6,"PENCOOSE",-168.59756097561
"790","Z38",2018,2,401,"PENCOOSE",-20.1205128205128
"791","Z38",2019,2,533.8,"PENCOOSE",197.933333333333
"792","Z38",2020,0,412.7,"PENCOOSE",-11.6657894736842
"793","Z38",2021,2,457.6,"PENCOOSE",154.638461538462
"794","Z38",2022,2,435.4,"PENCOOSE",93.0410256410256
"795","Z38",2023,3,611,"PENCOOSE",245.17027027027
"796","Z39",2016,4,832.2,"PENCOOSE",388.264864864865
"797","Z39",2017,2,534.9,"PENCOOSE",143.70243902439
"798","Z39",2018,2,537.5,"PENCOOSE",116.379487179487
"799","Z39",2019,0,230.2,"PENCOOSE",-105.666666666667
"800","Z39",2020,0,625.6,"PENCOOSE",201.234210526316
"801","Z39",2021,1,220.5,"PENCOOSE",-82.4615384615385
"802","Z39",2022,2,477,"PENCOOSE",134.641025641026
"803","Z39",2023,3,625,"PENCOOSE",259.17027027027
"804","Z39",2024,0,0,"PENCOOSE",0
"805","Z40",2016,0,0,"PENCOOSE",-443.935135135135
"806","Z40",2017,2,484.2,"PENCOOSE",93.0024390243903
"807","Z40",2018,2,433.7,"PENCOOSE",12.5794871794872
"808","Z40",2019,3,570.8,"PENCOOSE",234.933333333333
"809","Z40",2020,0,461,"PENCOOSE",36.6342105263158
"810","Z40",2021,2,422.7,"PENCOOSE",119.738461538462
"811","Z40",2022,3,631.6,"PENCOOSE",289.241025641026
"812","Z40",2023,3,443.3,"PENCOOSE",77.4702702702702
"813","Z40",2024,0,0,"PENCOOSE",0
"814","Z41",2015,2,421.9,"PENCOOSE",-62.9429032258064
"815","Z41",2016,2,453.2,"PENCOOSE",9.26486486486482
"816","Z41",2017,1,228.3,"PENCOOSE",-162.89756097561
"817","Z41",2018,3,572.7,"PENCOOSE",151.579487179487
"818","Z41",2019,0,0,"PENCOOSE",-335.866666666667
"819","Z41",2020,0,444.1,"PENCOOSE",19.7342105263158
"820","Z41",2021,2,448.7,"PENCOOSE",145.738461538462
"821","Z41",2022,0,0,"PENCOOSE",-342.358974358974
"822","Z41",2023,1,217.8,"PENCOOSE",-148.02972972973
"823","Z42",2016,1,237.1,"PENCOOSE",-206.835135135135
"824","Z42",2017,1,223,"PENCOOSE",-168.19756097561
"825","Z42",2018,2,498.5,"PENCOOSE",77.3794871794872
"826","Z42",2019,1,217.4,"PENCOOSE",-118.466666666667
"827","Z42",2020,0,457.9,"PENCOOSE",33.5342105263157
"828","Z42",2021,1,210.2,"PENCOOSE",-92.7615384615385
"829","Z42",2022,1,218.5,"PENCOOSE",-123.858974358974
"830","Z42",2023,1,240.7,"PENCOOSE",-125.12972972973
"831","Z43",2015,2,472.9,"PENCOOSE",-11.9429032258064
"832","Z43",2016,1,241.3,"PENCOOSE",-202.635135135135
"833","Z43",2017,0,0,"PENCOOSE",-391.19756097561
"834","Z43",2018,2,450.6,"PENCOOSE",29.4794871794872
"835","Z43",2019,2,410.2,"PENCOOSE",74.3333333333334
"836","Z43",2020,0,504.5,"PENCOOSE",80.1342105263158
"837","Z43",2021,1,260.4,"PENCOOSE",-42.5615384615385
"838","Z43",2022,1,266.3,"PENCOOSE",-76.0589743589744
"839","Z43",2023,0,0,"PENCOOSE",-365.82972972973
"840","Z44",2015,2,355.4,"PENCOOSE",-129.442903225806
"841","Z44",2016,1,237.7,"PENCOOSE",-206.235135135135
"842","Z44",2017,0,0,"PENCOOSE",-391.19756097561
"843","Z44",2018,0,0,"PENCOOSE",-421.120512820513
"844","Z44",2019,2,396,"PENCOOSE",60.1333333333333
"845","Z44",2020,0,378.4,"PENCOOSE",-45.9657894736843
"846","Z44",2021,1,195.3,"PENCOOSE",-107.661538461538
"847","Z44",2022,0,0,"PENCOOSE",-342.358974358974
"848","Z44",2023,0,0,"PENCOOSE",-365.82972972973
"849","Z45",2015,1,237.4,"PENCOOSE",-247.442903225806
"850","Z45",2016,1,283.2,"PENCOOSE",-160.735135135135
"851","Z45",2017,2,456.4,"PENCOOSE",65.2024390243902
"852","Z45",2018,2,416.6,"PENCOOSE",-4.52051282051281
"853","Z45",2019,2,412.7,"PENCOOSE",76.8333333333333
"854","Z45",2020,0,691.2,"PENCOOSE",266.834210526316
"855","Z45",2021,3,637.5,"PENCOOSE",334.538461538462
"856","Z45",2022,2,743,"PENCOOSE",400.641025641026
"857","Z45",2023,3,627.8,"PENCOOSE",261.97027027027
"858","Z46",2024,0,0,"PENCOOSE",0
