"","DATE","OBSERVER","ID","BOX","BTO","COMBINATION","RFID.GEN","RFID","CODE","EXACT","SEX","AGE","WING","TARSUS","WEIGHT","HEADBILL","BILL","BP","BLED.CORT","BLED.SEX","FEATHER","PARTNER.ID","MOTHER.ID","FATHER.ID","TIME","COMPANIONS","RFID.WORKS","RFID.CHANGED","AGGR","BITES","WRIG","TONIC","ATTEMPT","MOULT","LOCATION","NOTES","year","known_age","min_age"
"1400",2016-07-12,"VL","J1977","","EZ25982","MBOO",NA,"01101726B3","RINGED",1,"F","3J","222","40.6",188.2,"","","N",NA,1,1,"","","","30-12-1899 11:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2016,1,8
"1401",2016-07-12,"VL","J1978","","EZ25983","MBRZO",NA,"01101701F3","RINGED",1,"F","3J","238","44.1",205.2,"","","N",NA,1,1,"","","","30-12-1899 11:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2016,1,8
"1402",2016-07-12,"GM","J1979","","EZ25984","RZMWP",NA,"0110174A0D","RINGED",1,"F","5","","41.2",230,"","","N",NA,1,0,"","","","30-12-1899 12:55:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2016,1,9
"1403",2016-07-12,"VL","J1980","","EZ25985","RZMOP",NA,"011017079E","RINGED",1,"M","5","233","44.3",245.3,"","","",NA,1,0,"","","","30-12-1899 13:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Though to have a refeathering BP. Mol sexed as male",2016,1,9
"1404",2016-07-13,"GM","J1981","","EZ25987","MBBZO",NA,"01101719C5","RINGED",1,"M","3J","235","43.6",223.7,"","","N",NA,1,1,"","","","30-12-1899 11:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2016,1,8
"1405",2016-07-23,"VL","J1982","","EZ25988","GZPGM",NA,"01101705D5","RINGED",1,"M","5","228","44.5",234.9,"","","N",NA,1,0,"","","","30-12-1899 10:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,9
"1406",2016-07-23,"GM","J1983","","EZ25989","RZVGM",NA,"0110173595","RINGED",1,"M","6","250","44.4",243.9,"","","N",NA,1,0,"","","","30-12-1899 10:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,0,10
"1407",2016-07-23,"VL","J1984","","EZ25990","BZVGM",NA,"0110172035","RINGED",1,"M","5","","43.8",267.9,"","","N",NA,1,0,"","","","30-12-1899 10:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap. Wing tips broken. Molecular sexed as male",2016,1,9
"1408",2016-07-23,"VL","J1985","","EZ25991","RZMBZP",NA,"0110172D12","RINGED",1,"F","3J","228","42.8",189.8,"","","N",NA,1,0,"","","","30-12-1899 11:05:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1409",2016-07-23,"GM","J1986","","EZ25992","MBGZO",NA,"01101720FB","RINGED",1,"","3J","236","43.8",217.6,"","","N",NA,1,1,"","","","30-12-1899 11:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1410",2016-07-23,"VL","J1987","","EZ25993","MBOZO",NA,"0110174B0C","RINGED",1,"F","3J","226","42.6",198.1,"","","N",NA,1,1,"","","","30-12-1899 11:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1411",2016-07-23,"GM","J1988","","EZ25994","MBYZO",NA,"0110173E71","RINGED",1,"F","3J","223","43.4",208.4,"","","N",NA,1,1,"","","","30-12-1899 11:25:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1412",2016-07-23,"VL","J1989","","EZ25995","MBBZO",NA,"011016D042","RINGED",1,"M","3J","221","44.2",222.1,"","","N",NA,1,1,"","","","30-12-1899 11:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1413",2016-07-23,"GM","J1990","","EZ25996","MRBV",NA,"0110173B22","RINGED",1,"M","3J","230","43.9",192.2,"","","N",NA,1,1,"","","","30-12-1899 12:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1414",2016-07-23,"VL","J1991","","EZ25997","MBGV",NA,"0110170B61","RINGED",1,"F","3J","225","40.2",191,"","","N",NA,1,1,"","","","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1415",2016-07-23,"GM","J1992","","EZ25998","MBYV",NA,"0110171D56","RINGED",1,"M","3J","232","43.9",208.7,"","","N",NA,1,1,"","","","30-12-1899 12:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1416",2016-07-23,"VL","J1993","","EZ25999","MBBV",NA,"011017231F","RINGED",1,"M","3J","232","44.4",212.6,"","","N",NA,1,1,"","","","30-12-1899 12:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1417",2016-07-23,"GM","J1994","","EZ26000","MBWV",NA,"0110172F2D","RINGED",1,"M","3J","239","45.0",214.4,"","","N",NA,1,1,"","","","30-12-1899 12:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1418",2016-07-23,"VL","J1995","","EZ62001","MBOV",NA,"0110174235","RINGED",1,"M","3J","244","45.2",224.5,"","","N",NA,1,1,"","","","30-12-1899 13:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1419",2016-07-23,"GM","J1996","","EZ62002","MBRZV",NA,"011017041B","RINGED",1,"F","3J","232","42.5",189.1,"","","N",NA,1,1,"","","","30-12-1899 13:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1420",2016-07-23,"GM","J1997","","EZ62003","MBBZV",NA,"0110173BD9","RINGED",1,"M","3J","226","42.5",206.5,"","","N",NA,1,1,"","","","30-12-1899 13:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1421",2016-07-23,"VL","J1998","","EZ62004","MBGZV",NA,"0110174761","RINGED",1,"F","3J","225","40.9",199.2,"","","N",NA,1,1,"","","","30-12-1899 13:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap",2016,1,8
"1422",2016-07-23,"GM","J1999","","EZ62005","BMOZV",NA,"011017343F","RINGED",1,"F","3J","238","44.6",199.1,"","","N",NA,1,1,"","","","30-12-1899 13:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap. Later capture revealed I'd put B above M. Div",2016,1,8
"1423",2016-07-23,"GM","J2000","","EZ62006","WMGB",NA,"011016E606","RINGED",1,"","5","","40.7",204.1,"","","N",NA,1,1,"","","","30-12-1899 13:25:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap. Feather newly grown in 2016.",2016,1,9
"1424",2016-07-24,"VL","J2001","","EZ62007","MBGZR",NA,"0110172AF1","RINGED",1,"","3J","222","42.2",195,"","","N",NA,1,1,"","","","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2016,1,8
"1425",2016-07-24,"GM","J2002","","EZ62008","MBBZG",NA,"0110173441","RINGED",1,"","3J","237","46.7",219.8,"","","N",NA,1,1,"","","","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2016,1,8
"1426",2016-07-24,"VL","J2003","","EZ62009","MBBZY",NA,"0110174372","RINGED",1,"","3J","237","42.9",217.9,"","","N",NA,1,1,"","","","30-12-1899 12:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2016,1,8
"1427",2016-07-24,"GM","J2004","","EZ62010","MBGZB",NA,"0110173880","RINGED",1,"","3J","233","42.8",197.6,"","","N",NA,1,1,"","","","30-12-1899 12:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2016,1,8
"1428",2017-05-27,"GM","J2049","X25","EZ62052","MGBZB",NA,"011016DE7B","RINGED",1,"F","1","146","40.4",186,"","","N",0,1,0,"","J1342","J293","30-12-1899 11:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","",2017,1,7
"1429",2017-05-27,"GM","J2050","X25","EZ62053","MGBZW",NA,"0110173163","RINGED",1,"F","1","117","37.3",105.9,"","","N",0,1,0,"","J1342","J293","30-12-1899 11:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","",2017,1,7
"1430",2017-05-27,"GM","J2053","X33","EZ62054","MGBZO",NA,"0110170FFB","RINGED",1,"F","1","153","42.6",172.5,"","","N",0,1,0,"","J1313","UNM.X33.17","30-12-1899 11:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","",2017,1,7
"1431",2017-05-27,"GM","J2057","X33","EZ62055","MGBZP",NA,"01101716F0","RINGED",1,"F","1","137","41.6",134.2,"","","N",0,1,0,"","J1313","UNM.X33.17","30-12-1899 11:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","",2017,1,7
"1432",2017-05-27,"GM","J2019","Y02","EZ62056","MGRB",NA,"011016B974","RINGED",1,"M","1","156","42.7",180.4,"","","N",0,1,0,"","J1366","J1890","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1433",2017-05-27,"GM","J2041","Y02","EZ62057","MGGB",NA,"011016D521","RINGED",1,"F","1","161","42.8",211.8,"","","N",0,1,0,"","J1366","J1890","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1434",2017-05-27,"GM","J2060","Y02","EZ62058","MGYB",NA,"0110172BB5","RINGED",1,"M","1","144","43.8",177.9,"","","N",0,1,0,"","J1366","J1890","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1435",2017-05-27,"GM","J2034","Z15","EZ62059","MGBB",NA,"011016D8C0","RINGED",1,"F","1","155","41.5",222.8,"","","N",0,1,0,"","J243","J145","30-12-1899 14:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1436",2017-05-27,"GM","J2084","Z15","EZ62060","MGWB",NA,"011017281B","RINGED",1,"F","1","154","43.2",228.1,"","","N",0,1,0,"","J243","J145","30-12-1899 14:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1437",2017-05-27,"GM","J2035","Z17","EZ62061","MGOB",NA,"011016E6AD","RINGED",1,"F","1","141","41.2",233.2,"","","N",0,1,0,"","J990","J909","30-12-1899 14:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1438",2017-05-27,"GM","J2086","Z17","EZ62062","MGRZB",NA,"0110173C82","RINGED",1,"M","1","160","44.2",262.8,"","","N",0,1,0,"","J990","J909","30-12-1899 14:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1439",2017-05-27,"GM","J2141","Z17","EZ62063","MGGZB",NA,"0110174A14","RINGED",1,"M","1","134","42.4",234.3,"","","N",0,1,0,"","J990","J909","30-12-1899 14:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1440",2017-05-27,"GM","J2037","Z23","EZ62064","MGOZB",NA,"011016BCDA","RINGED",1,"F","1","158","42.2",240,"","","N",0,1,0,"","J796","J1346","30-12-1899 15:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1441",2017-05-27,"GM","J2091","Z23","EZ62065","MGYZB",NA,"01101737CD","RINGED",1,"F","1","152","41.2",234,"","","N",0,1,0,"","J796","J1346","30-12-1899 15:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1442",2017-05-27,"GM","J2385B","","EZ62066","",NA,"","RINGED",1,"M","1","112","43.9",224.1,"","","N",0,1,0,"","","","30-12-1899 16:05:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Old silage clamp, high nest. One of four. Died before fledging so colour combination reused",2017,1,7
"1443",2017-05-27,"GM","J2386","","EZ62067","MGZGR",NA,"01101746F6","RINGED",1,"F","1","122","43.1",227.9,"","","N",0,1,0,"","","","30-12-1899 16:05:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Old silage clamp, high nest. One of four chicks",2017,1,7
"1444",2017-05-27,"GM","J2387","","EZ62068","MGZYR",NA,"01101735A1","RINGED",1,"M","1","98","41.0",174.2,"","","N",0,1,0,"","","","30-12-1899 16:05:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Old silage clamp, high nest. One of four chicks",2017,1,7
"1445",2017-05-27,"GM","J2388","","EZ62069","",NA,"","RINGED",1,"F","1","","",131.9,"","","N",0,1,0,"","","","30-12-1899 16:05:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Old silage clamp, high nest. Not expected to survive, but grew well. Later drowned in water trough.",2017,1,7
"1446",2017-05-27,"GM","J2389","","EZ62070","",NA,"","RINGED",1,"F","1","131","42.4",230.9,"","","N",0,1,0,"","","","30-12-1899 16:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Old silage clamp, low nest. Thought to be sole chick. Found dead prior to fledging, so combination reused",2017,1,7
"1447",2017-05-28,"GM","J2056","X32","EZ62071","MGRP",NA,"01101737C0","RINGED",1,"F","1","149","43.3",199.3,"","","N",0,1,0,"","J294","J205","30-12-1899 09:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","Green chick - brood ringed in wrong order",2017,1,7
"1448",2017-05-28,"GM","J2052","X32","EZ62072","MGGP",NA,"0110174781","RINGED",1,"M","1","147","42.8",216.5,"","","N",0,1,0,"","J294","J205","30-12-1899 09:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","Red chick - brood ringed in wrong order",2017,1,7
"1449",2017-05-28,"GM","J2048","X32","EZ62073","MGYP",NA,"0110170A11","RINGED",1,"M","1","153","44.8",217.9,"","","N",0,1,0,"","J294","J205","30-12-1899 09:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","Blue chick - brood ringed in wrong order",2017,1,7
"1450",2017-05-28,"GM","J2067","Y17","EZ62074","MGRW",NA,"011017437C","RINGED",1,"F","1","146","41.8",211.3,"","","N",0,1,0,"","J792","J1895","30-12-1899 10:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1451",2017-05-28,"GM","J2120","Y17","EZ62075","MGGW",NA,"01101737C7","RINGED",1,"F","1","132","39.6",193.6,"","","N",0,1,0,"","J792","J1895","30-12-1899 10:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1452",2017-05-28,"GM","J2059","Y01","EZ62076","MGYW",NA,"01101704B6","RINGED",1,"F","1","156","42.3",232,"","","N",0,1,0,"","J1328","J1344","30-12-1899 10:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1453",2017-05-28,"GM","J2110","Y01","EZ62077","MGBW",NA,"0110173B30","RINGED",1,"F","1","147","42.4",229.5,"","","N",0,1,0,"","J1328","J1344","30-12-1899 10:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1454",2017-05-28,"GM","J2185","Y01","EZ62078","MGWW",NA,"0110173E79","RINGED",1,"M","1","148","43.4",239.7,"","","N",0,1,0,"","J1328","J1344","30-12-1899 10:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1455",2017-05-28,"GM","J2063","Y07","EZ62079","MGOW",NA,"0110173715","RINGED",1,"F","1","155","44.7",230.8,"","","N",0,1,0,"","J250","J290","30-12-1899 10:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1456",2017-05-28,"GM","J2115","Y07","EZ62080","MGRZW",NA,"011017226F","RINGED",1,"","1","157","43.3",226.2,"","","N",0,1,0,"","J250","J290","30-12-1899 10:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1457",2017-05-28,"GM","J2021","Y09","EZ62081","MGGZW",NA,"0110171B2B","RINGED",1,"F","1","168","43.7",216.4,"","","N",0,1,0,"","J2393","J314","30-12-1899 10:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Tarsus joint quite enflamed",2017,1,7
"1458",2017-05-28,"GM","J2043","Y09","EZ62082","MGOZW",NA,"01101723EE","RINGED",1,"M","1","175","46.0",238.7,"","","N",0,1,0,"","J2393","J314","30-12-1899 11:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1459",2017-05-28,"GM","J2064","Y09","EZ62083","MGYZW",NA,"01101734FD","RINGED",1,"M","1","94","37.9",125.7,"","","N",0,1,0,"","J2393","J314","30-12-1899 11:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1460",2017-05-28,"GM","J2076","Z03","EZ62084","MGRO",NA,"01101728DF","RINGED",1,"F","1","161","43.7",233.4,"","","N",0,1,0,"","J939","J2395","30-12-1899 13:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1461",2017-05-28,"GM","J2131","Z03","EZ62085","MGGO",NA,"0110172764","RINGED",1,"F","1","150","43.7",205.9,"","","N",0,1,0,"","J939","J2395","30-12-1899 13:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1462",2017-05-28,"GM","J2077","Z05","EZ62086","MGYO",NA,"0110172BA6","RINGED",1,"M","1","161","44.7",281.4,"","","N",0,1,0,"","J41","J323","30-12-1899 13:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","B",2017,1,7
"1463",2017-05-28,"GM","J2166","Z13","EZ62087","MGBO",NA,"01101710B1","RINGED",1,"F","1","146","42.7",239,"","","N",0,1,0,"","J2375","J837","30-12-1899 13:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1464",2017-05-28,"GM","J2144","Z20","EZ62088","MGWO",NA,"01101744A2","RINGED",1,"M","1","153","43.2",267.4,"","","N",0,1,0,"","J43","J265","30-12-1899 14:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1465",2017-05-28,"GM","J2241","Z20","EZ62089","MGOO",NA,"01101732D2","RINGED",1,"F","1","151","43.9",229.1,"","","N",0,1,0,"","J43","J265","30-12-1899 14:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1466",2017-05-28,"GM","J2090","Z22","EZ62090","MGRZO",NA,"011017008F","RINGED",1,"F","1","159","44.1",259.8,"","","N",0,1,0,"","J1375","J1898","30-12-1899 14:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1467",2017-05-28,"GM","J2149","Z27","EZ62091","MGGZO",NA,"01101745D0","RINGED",1,"M","1","154","46.0",265.1,"","","N",0,1,0,"","J692","J899","30-12-1899 15:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","RED",2017,1,7
"1468",2017-05-30,"VL","J2079","Z06","EZ62151","MYRY",NA,"0110171796","RINGED",1,"M","1","147","41.8",218.6,"","","N",0,1,0,"","J241","J271","30-12-1899 12:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1469",2017-05-30,"VL","J2134","Z06","EZ62152","MYGY",NA,"0110173218","RINGED",1,"F","1","145","40.8",186.9,"","","N",0,1,0,"","J241","J271","30-12-1899 12:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1470",2017-05-30,"VL","J2163","Z06","EZ62153","MYYY",NA,"0110173D2E","RINGED",1,"M","1","134","42.2",183.5,"","","N",0,1,0,"","J241","J271","30-12-1899 12:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1471",2017-05-30,"VL","J2101","Z40","EZ62154","MYBY",NA,"011017185D","RINGED",1,"F","1","153","42.8",243.8,"","","N",0,1,0,"","J1398","J1962","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1472",2017-05-30,"VL","J2157","Z40","EZ62155","MYWY",NA,"01101735B5","RINGED",1,"F","1","151","41.4",240.4,"","","N",0,1,0,"","J1398","J1962","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1473",2017-05-30,"VL","J2083","Z14","EZ62156","MYOY",NA,"0110174247","RINGED",1,"F","1","159","42.7",225.7,"","","N",0,1,0,"","J212","J144","30-12-1899 13:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1474",2017-05-30,"VL","J2139","Z14","EZ62157","MYRZY",NA,"0110170971","RINGED",1,"M","1","161","45.6",239.4,"","","N",0,1,0,"","J212","J144","30-12-1899 13:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1475",2017-05-30,"VL","J2167","Z14","EZ62158","MYGZY",NA,"0110171CA9","RINGED",1,"F","1","154","43.1",229.8,"","","N",0,1,0,"","J212","J144","30-12-1899 13:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1476",2017-05-30,"VL","J2170","Z18","EZ62159","MYOZY",NA,"0110171411","RINGED",1,"F","1","159","41.4",214.5,"","","N",0,1,0,"","J262","J838","30-12-1899 14:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1477",2017-05-30,"VL","J2097","Z33","EZ62160","MYYZY",NA,"0110170DEE","RINGED",1,"M","1","143","41.5",215.1,"","","N",0,1,0,"","J908","J587","30-12-1899 14:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1478",2017-05-30,"VL","J2158","Z42","EZ62161","MYRB",NA,"011016F679","RINGED",1,"F","1","151","44.1",223,"","","N",0,1,0,"","J2376","J1889","30-12-1899 15:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1479",2017-05-30,"VL","J2105","Z45","EZ62162","MYGB",NA,"011016EE92","RINGED",1,"F","1","150","43.0",208.6,"","","N",0,1,0,"","J1906","J1152","30-12-1899 15:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Has grey barred feathers, sibling is normal",2017,1,7
"1480",2017-05-30,"VL","J2184","Z45","EZ62163","MYYB",NA,"011017066B","RINGED",1,"M","1","148","44.6",247.8,"","","N",0,1,0,"","J1906","J1152","30-12-1899 15:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","",2017,1,7
"1481",2017-05-30,"VL","J2107","X31","EZ62164","MGBP",NA,"01101737C8","RINGED",1,"F","1","141","40.1",170,"","","N",0,1,0,"","J800","J818","30-12-1899 11:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","",2017,1,7
"1482",2017-05-30,"VL","J2204","X31","EZ62165","MGWP",NA,"01101734F6","RINGED",1,"F","1","128","38.1",149.8,"","","N",0,1,0,"","J800","J818","30-12-1899 11:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","",2017,1,7
"1483",2017-05-29,"VL","J2069","Y20","EZ62092","MGOZO",NA,"01101721BE","RINGED",1,"M","1","153","46.0",236.4,"","","N",0,1,0,"","J1323","J1340","30-12-1899 12:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1484",2017-05-29,"VL","J2123","Y20","EZ62093","MGYZO",NA,"01101742D5","RINGED",1,"F","1","151","43.2",216.5,"","","N",0,1,0,"","J1323","J1340","30-12-1899 12:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1485",2017-05-29,"GM","J2193","Y20","EZ62094","MGGZP",NA,"0110173A8D","RINGED",1,"F","1","122","39.8",164.8,"","","N",0,1,0,"","J1323","J1340","30-12-1899 12:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1486",2017-05-29,"VL","J2073","Y26","EZ62095","MGRV",NA,"01101723E1","RINGED",1,"M","1","160","42.5",212.6,"","","N",0,1,0,"","J889","J1904","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","",2017,1,7
"1487",2017-05-22,"VL","J2378","","EZ62025","MGRR",NA,"0110174A26","RINGED",1,"M","1","133","46.1",251.6,"","","",NA,1,0,"","","J08","30-12-1899 17:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Gylly Wood Sycamore cavity",2017,1,7
"1488",2017-05-22,"VL","J2379","","EZ62027","MGGR",NA,"01101710B0","RINGED",1,"F","1","132","43.7",212.9,"","","",NA,1,0,"","","J08","30-12-1899 17:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Gylly Wood Sycamore cavity",2017,1,7
"1489",2017-05-22,"VL","J2380","","EZ62028","MGYR",NA,"0110170D44","RINGED",1,"F","1","122","42.3",214.7,"","","",NA,1,0,"","","J08","30-12-1899 17:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Gylly Wood Sycamore cavity",2017,1,7
"1490",2017-05-22,"VL","J2381","","EZ62029","MGBR",NA,"0110171583","RINGED",1,"M","1","113","40.5",207.3,"","","",NA,1,0,"","J922","","30-12-1899 18:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Gylly Wood Oak cavity",2017,1,7
"1491",2017-05-22,"VL","J2382","","EZ62030","MGWR",NA,"0110174070","RINGED",1,"M","1","129","44.6",242.1,"","","",NA,1,0,"","","J922","30-12-1899 18:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Gylly Wood Oak cavity",2017,1,7
"1492",2017-05-22,"GM","J2383B","","EZ62031","MGOR",NA,"011017476F","RINGED",1,"F","1","117","44.6",219,"","","",NA,1,0,"","J922","","30-12-1899 18:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Gylly Wood Oak cavity",2017,1,7
"1493",2017-05-22,"VL","J2373","X39","EZ62021","RMGZV",NA,"010C11A074","RINGED",1,"F","6","218","40.8",223.1,"","","",NA,1,0,"J2411","","","30-12-1899 00:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","Trapped on the nest at night. Stayed",2017,0,9
"1494",2017-05-22,"GM","J2374","X27","EZ62022","RMOO",NA,"0110171F82","RINGED",1,"F","6","230","42.7",209.4,"","","",NA,1,1,"J2407","","","30-12-1899 00:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"CAMPUS","Trapped on the nest at night. Stayed",2017,0,9
"1495",2017-05-22,"VL","J2375","Z13","EZ62023","OMGV",NA,"010C118978","RINGED",1,"F","6","230","42.9",222.5,"","","",NA,1,1,"J837","","","30-12-1899 02:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Trapped on the nest at night. Stayed",2017,0,9
