"","DATE","OBSERVER","ID","BOX","BTO","COMBINATION","RFID.GEN","RFID","CODE","EXACT","SEX","AGE","WING","TARSUS","WEIGHT","HEADBILL","BILL","BP","BLED.CORT","BLED.SEX","FEATHER","PARTNER.ID","MOTHER.ID","FATHER.ID","TIME","COMPANIONS","RFID.WORKS","RFID.CHANGED","AGGR","BITES","WRIG","TONIC","ATTEMPT","MOULT","LOCATION","NOTES","year","known_age","min_age"
"603",2014-06-28,"GM","J849","","EY69680","YMGZG",NA,"010C11C056","RINGED",1,"F","6","240","44.8",245.6,"","","Y",0,1,1,"","","","30-12-1899 14:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"604",2014-06-28,"GM","J850","","EY69681","YGWM",NA,"010C10B2B1","RINGED",1,"M","3J","230","43.8",179,"","","N",0,1,1,"","","","30-12-1899 15:05:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"605",2014-06-28,"GM","J851","","EY69682","WGWM",NA,"010C1098F3","RINGED",1,"M","3J","241","45.8",236.6,"","","N",0,1,1,"","","","30-12-1899 15:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"606",2014-07-04,"GM","J852","","EY69683","YMGZB",NA,"010C11214B","RINGED",1,"M","6","241","44.8",253,"","","N",0,1,1,"","","","30-12-1899 10:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"607",2014-07-04,"GM","J853","","EY69684","YMGZV",NA,"010C118529","RINGED",1,"M","6","242","42.0",242.9,"","","N",0,1,1,"","","","30-12-1899 10:25:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"608",2014-07-04,"GM","J854","","EY69685","YMRP",NA,"010C112F20","RINGED",1,"F","6","235","40.6",218,"","","Y",0,1,0,"","","","30-12-1899 10:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"609",2014-07-04,"GM","J855","","EY69686","YMWP",NA,"010C114966","RINGED",1,"M","6","240","43.3",267,"","","N",0,1,1,"","","","30-12-1899 10:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Measured left wing",2014,0,12
"610",2014-07-05,"GM","J856","","EY69687","YMRZP",NA,"010C118DE3","RINGED",1,"M","6","243","44.6",247.8,"","","N",0,1,0,"","","","30-12-1899 11:25:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"611",2014-07-05,"GM","J857","","EY69688","OMSG",NA,"010C10B86E","RINGED",1,"M","6","234","43.4",245.5,"","","N",0,1,1,"","","","30-12-1899 11:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"612",2014-07-05,"GM","J858","","EY69689","BGWM",NA,"010C10BC93","RINGED",1,"M","3J","231","47.1",251.6,"","","N",0,1,1,"","","","30-12-1899 11:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"613",2014-07-05,"GM","J859","","EY69690","GZRWM",NA,"010C11922A","RINGED",1,"M","3J","229","45.1",220.5,"","","N",0,1,1,"","","","30-12-1899 11:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"614",2014-07-05,"GM","J860","","EY69691","BZMOO",NA,"010C110315","RINGED",1,"M","5","239","44.9",258.4,"","","N",0,1,0,"","","","30-12-1899 11:55:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,11
"615",2014-07-05,"GM","J861","","EY69692","BZMOW",NA,"010C11169A","RINGED",1,"M","5","235","43.9",228.9,"","","N",0,1,0,"","","","30-12-1899 12:05:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,11
"616",2014-07-05,"GM","J862","","EY69693","OMRZW",NA,"010C10E3AE","RINGED",1,"M","6","235","41.7",235.8,"","","N",0,1,0,"","","","30-12-1899 12:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"617",2014-07-05,"GM","J863","","EY69694","OMRZO",NA,"010C1185F2","RINGED",1,"F","6","225","42.4",209.5,"","","Y",0,1,1,"","","","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"618",2014-07-05,"GM","J864","","EY69695","RYWM",NA,"010C11702C","RINGED",1,"M","3J","231","44.6",236.2,"","","N",0,1,1,"","","","30-12-1899 12:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"619",2014-07-05,"GM","J865","","EY69696","BRRM",NA,"010C11A620","RINGED",1,"M","6","245","45.8",261.3,"","","N",0,1,0,"","","","30-12-1899 12:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"620",2014-07-05,"GM","J866","","EY69697","OBRM",NA,"010C1164D5","RINGED",1,"M","6","242","41.8",222.6,"","","N",0,1,0,"","","","30-12-1899 12:55:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"621",2014-07-08,"GM","J867","","EY69698","SGWM",NA,"010C10E145","RINGED",1,"M","3J","236","45.8",245,"","","N",0,1,1,"","","","30-12-1899 12:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"622",2014-07-08,"GM","J868","","EY69699","WOBM",NA,"010C111296","RINGED",1,"M","5","226","39.6",221.1,"","","N",0,1,0,"","","","30-12-1899 12:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Has abdominal swelling - possibly a large parasite load?",2014,1,11
"623",2014-07-08,"AT","J869","","EY69700","OGWM",NA,"010C1152AA","RINGED",1,"M","3J","237","44.2",216,"","","N",0,1,1,"","","","30-12-1899 12:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"624",2014-07-08,"AT","J870","","EY69701","YRRM",NA,"010C10B2AF","RINGED",1,"F","6","226","41.3",204.1,"","","Y",0,1,0,"","","","30-12-1899 13:05:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Plumage quite faded",2014,0,12
"625",2014-07-08,"GM","J871","","EY69702","BGBM",NA,"010C11B3C2","RINGED",1,"M","5","236","45.2",268.3,"","","N",0,1,0,"","","","30-12-1899 13:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,11
"626",2014-07-08,"GM","J872","","EY69703","BRBM",NA,"010C11082B","RINGED",1,"M","5","","43.4",247.9,"","","N",0,1,0,"","","","30-12-1899 13:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Wing tips broken.",2014,1,11
"627",2014-07-08,"GM","J873","","EY69704","GPRM",NA,"010C110094","RINGED",1,"F","6","232","43.1",226.9,"","","Y",0,1,0,"","","","30-12-1899 13:25:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"628",2014-07-08,"GM","J874","","EY69705","WORM",NA,"010C110B52","RINGED",1,"M","6","248","45.4",255.5,"","","N",0,1,1,"","","","30-12-1899 13:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,0,12
"629",2014-07-08,"GM","J875","","EY69706","RZGWM",NA,"010C10AA0F","RINGED",1,"M","3J","242","43.3",237.8,"","","N",0,1,1,"","","","30-12-1899 13:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"630",2014-07-08,"GM","J876","","EY69707","GZGWM",NA,"010C115532","RINGED",1,"M","3J","237","44.6",242,"","","N",0,1,0,"","","","30-12-1899 13:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"631",2014-07-08,"GM","J877","","EY69708","GYWM",NA,"010C10ED75","RINGED",1,"F","3J","225","42.6",200.3,"","","N",0,1,1,"","","","30-12-1899 14:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"632",2014-07-08,"GM","J878","","EY69709","YYWM",NA,"010C1183A7","RINGED",1,"F","3J","229","42.5",195.5,"","","N",0,1,1,"","","","30-12-1899 14:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"633",2014-07-08,"GM","J879","","EY69710","BYWM",NA,"010C11781A","RINGED",1,"F","3J","222","42.1",190.3,"","","N",0,1,1,"","","","30-12-1899 14:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"634",2014-07-08,"GM","J880","","EY69711","WYWM",NA,"010C112CA6","RINGED",1,"M","3J","236","44.1",231.9,"","","N",0,1,1,"","","","30-12-1899 14:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"635",2014-07-08,"GM","J881","","EY69712","SYWM",NA,"010C112069","RINGED",1,"M","3J","233","43.7",225.8,"","","N",0,1,1,"","","","30-12-1899 14:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap.",2014,1,10
"636",2014-07-08,"GM","J882","","EY69713","OYWM",NA,"010C11B52F","RINGED",1,"F","3J","227","44.1",205,"","","N",0,1,1,"","","","30-12-1899 14:25:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"637",2014-07-11,"GM","J883","","EY69714","RMOY",NA,"010C1111B5","RINGED",1,"F","6","237","45.6",217.6,"","","Y",0,1,0,"","","","30-12-1899 09:55:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field. Ringed on wrong leg, duplicate combination.",2014,0,12
"638",2014-07-11,"GM","J884","","EY69715","RMYO",NA,"010C119F1E","RINGED",1,"F","6","","42.2",212.8,"","","Y",0,1,0,"","","","30-12-1899 09:55:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field. Ringed on wrong leg, duplicate combination. Wingtips broken.",2014,0,12
"639",2014-07-11,"GM","J885","","EY69716","WMRZY",NA,"010C1163F4","RINGED",1,"","3J","236","45.6",NA,"","","N",0,1,1,"","","","30-12-1899 10:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field. Ringed on wrong leg, duplicate combination. Escaped during weighing.",2014,1,10
"640",2014-07-11,"GM","J886","","EY69717","WMBZY",NA,"010C115B21","RINGED",1,"F","3J","225","43.0",217.6,"","","N",0,1,1,"","","","30-12-1899 10:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field. Ringed on wrong leg, duplicate combination.",2014,1,10
"641",2014-07-11,"GM","J887","","EY69718","RBWM",NA,"010C113C93","RINGED",1,"M","3J","233","45.1",230.6,"","","N",0,1,1,"","","","30-12-1899 10:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"642",2014-07-11,"GM","J888","","EY69719","GBWM",NA,"010C110811","RINGED",1,"F","3J","228","40.9",192.3,"","","N",0,1,1,"","","","30-12-1899 10:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"643",2014-07-11,"GM","J889","","EY69720","BWBM",NA,"010C10EA1B","RINGED",1,"F","5","227","41.1",211.8,"","","N",0,1,0,"","","","30-12-1899 11:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,11
"644",2014-07-11,"GM","J890","","EY69721","RORM",NA,"010C10E2D6","RINGED",1,"M","6","233","43.6",241.1,"","","N",0,1,0,"","","","30-12-1899 11:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,0,12
"645",2014-07-11,"GM","J891","","EY69722","BZYWM",NA,"010C114BF4","RINGED",1,"M","6","243","42.3",235.6,"","","N",0,1,0,"","","","30-12-1899 11:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,0,12
"646",2014-07-11,"GM","J892","","EY69723","BZPRM",NA,"010C1152A6","RINGED",1,"F","6","226","40.8",210.1,"","","Y",0,1,0,"","","","30-12-1899 11:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,0,12
"647",2014-07-11,"GM","J893","","EY69724","YBWM",NA,"010C1105A9","RINGED",1,"","3J","219","42.7",187.6,"","","N",0,1,1,"","","","30-12-1899 11:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"648",2014-07-11,"GM","J894","","EY69725","BBWM",NA,"010C119B28","RINGED",1,"","3J","228","43.8",255.6,"","","N",0,1,1,"","","","30-12-1899 11:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"649",2014-07-11,"GM","J895","","EY69726","WBWM",NA,"010C11BE94","RINGED",1,"M","3J","235","42.3",186.8,"","","N",0,1,1,"","","","30-12-1899 11:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"650",2014-07-11,"GM","J896","","EY69727","SBWM",NA,"010C111DF4","RINGED",1,"F","3J","226","42.5",205.3,"","","N",0,1,1,"","","","30-12-1899 12:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"651",2014-07-11,"GM","J897","","EY69728","RZBWM",NA,"010C10EF0F","RINGED",1,"","3J","222","41.4",191.2,"","","N",0,1,1,"","","","30-12-1899 12:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"652",2014-07-11,"GM","J898","","EY69729","OBWM",NA,"010C115611","RINGED",1,"","3J","226","44.2",197.1,"","","N",0,1,1,"","","","30-12-1899 12:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"653",2014-07-11,"GM","J899","","EY69730","RWWM",NA,"010C10C3A5","RINGED",1,"M","3J","232","43.4",221.7,"","","N",0,1,1,"","","","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"654",2014-07-11,"GM","J900","","EY69731","GWWM",NA,"010C1146D7","RINGED",1,"M","3J","225","43.7",212.5,"","","N",0,1,1,"","","","30-12-1899 12:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"655",2014-07-11,"GM","J901","","EY69732","YWWM",NA,"010C114D95","RINGED",1,"","3J","231","43.2",196.3,"","","N",0,1,1,"","","","30-12-1899 12:50:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"656",2014-07-11,"GM","J902","","EY69733","BWWM",NA,"010C10D4DF","RINGED",1,"","3J","224","42.2",184.6,"","","N",0,1,1,"","","","30-12-1899 13:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field",2014,1,10
"657",2014-07-11,"GM","J903","","EY69734","WWWM",NA,"010C10B350","RINGED",1,"M","3J","231","44.0",NA,"","","N",0,1,1,"","","","30-12-1899 13:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"STITHIANS","Ladder trap, in small field. Escaped during weighing",2014,1,10
"658",2014-07-17,"GM","J904","","EY69735","BZBWM",NA,"010C10F9DD","RINGED",1,"","3J","223","42.1",210.7,"","","N",0,1,1,"","","","30-12-1899 10:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"659",2014-07-17,"GM","J905","","EY69736","WBRM",NA,"010C113E30","RINGED",1,"F","6","235","44.2",239.8,"","","Y",0,1,0,"","","","30-12-1899 11:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,0,12
"660",2014-07-17,"GM","J906","","EY69737","GZPRM",NA,"010C10EC97","RINGED",1,"F","6","229","42.7",236.5,"","","Y",0,1,0,"","","","30-12-1899 11:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Tarsus joint slightly swollen",2014,0,12
"661",2014-07-17,"GM","J907","","EY69738","SWWM",NA,"010C10D356","RINGED",1,"","3J","240","46.7",254.1,"","","N",0,1,1,"","","","30-12-1899 11:55:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"662",2014-07-17,"GM","J908","","EY69739","OWWM",NA,"010C11BF97","RINGED",1,"F","3J","233","44.4",241.6,"","","N",0,1,1,"","","","30-12-1899 11:55:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"663",2014-07-17,"GM","J909","","EY69740","RZWWM",NA,"010C109935","RINGED",1,"M","3J","236","44.4",231.7,"","","N",0,1,1,"","","","30-12-1899 12:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"664",2014-07-17,"GM","J910","","EY69741","BZWWM",NA,"010C111B7C","RINGED",1,"","3J","237","42.9",231.2,"","","N",0,1,1,"","","","30-12-1899 12:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"665",2014-07-17,"GM","J911","","EY69742","ROWM",NA,"010C118E9B","RINGED",1,"F","3J","234","43.6",218.2,"","","N",0,1,1,"","","","30-12-1899 12:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"666",2014-07-17,"GM","J912","","EY69743","GOWM",NA,"010C111428","RINGED",1,"F","3J","236","46.1",207.7,"","","N",0,1,1,"","","","30-12-1899 12:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"667",2014-07-17,"GM","J913","","EY69744","YOWM",NA,"010C1111B9","RINGED",1,"M","3J","227","43.6",239,"","","N",0,1,1,"","","","30-12-1899 12:25:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"668",2014-07-17,"GM","J914","","EY69745","BOWM",NA,"010C119444","RINGED",1,"","3J","230","44.8",241,"","","N",0,1,1,"","","","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"669",2014-07-17,"GM","J915","","EY69746","WOWM",NA,"010C11B7F3","RINGED",1,"F","3J","234","42.6",231.2,"","","N",0,1,1,"","","","30-12-1899 12:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"670",2014-07-17,"GM","J916","","EY69747","SOWM",NA,"010C117BFB","RINGED",1,"M","3J","228","44.8",229.1,"","","N",0,1,1,"","","","30-12-1899 12:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"671",2014-07-17,"GM","J917","","EY69748","OOWM",NA,"010C10B53C","RINGED",1,"F","3J","233","42.9",194.3,"","","N",0,1,1,"","","","30-12-1899 12:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"672",2014-07-17,"GM","J918","","EY69749","RZOWM",NA,"010C11B4D9","RINGED",1,"","3J","226","42.7",192.4,"","","N",0,1,1,"","","","30-12-1899 13:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"673",2014-07-17,"GM","J919","","EY69750","BZOWM",NA,"010C118E9A","RINGED",1,"","3J","231","45.9",222.5,"","","N",0,1,1,"","","","30-12-1899 13:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"674",2014-07-17,"GM","J920","","EY69751","RWZWM",NA,"","RINGED",1,"","3J","221","41.9",191.5,"","","N",0,1,1,"","","","30-12-1899 13:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. No pit tag - has foot injury, and tag will rub",2014,1,10
"675",2014-07-17,"GM","J921","","EY69752","RPWM",NA,"010C10DE0E","RINGED",1,"M","3J","236","44.6",240.7,"","","N",0,1,1,"","UNKNOWN","J198","30-12-1899 13:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Observed with J198 on 18/07/14 and 21/07/14. Believe to be father.",2014,1,10
"676",2014-07-17,"GM","J922","","EY69754","GPWM",NA,"010C10B168","RINGED",1,"M","3J","237","43.4",225.6,"","","N",0,1,1,"","","J856","30-12-1899 13:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Observed with J856 (YMRZP) on 18/07/14 = Father. Also had another sibling, unmarked at that time.",2014,1,10
"677",2014-07-17,"GM","J923","","EY69755","YPWM",NA,"010C1111B7","RINGED",1,"F","3J","224","45.4",206,"","","N",0,1,1,"","","","30-12-1899 13:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"678",2014-07-17,"GM","J924","","EY69756","BPWM",NA,"010C117290","RINGED",1,"","3J","225","41.8",198.2,"","","N",0,1,1,"","","","30-12-1899 14:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"679",2014-07-17,"GM","J925","","EY69757","WPWM",NA,"010C116DBD","RINGED",1,"F","3J","230","42.6",206,"","","N",0,1,1,"","","","30-12-1899 14:25:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"680",2014-07-17,"GM","J926","","EY69758","SPWM",NA,"010C1122D6","RINGED",1,"","3J","226","41.6",217.6,"","","N",0,1,1,"","","","30-12-1899 14:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"681",2014-07-17,"GM","J927","","EY69759","OPWM",NA,"010C10CC82","RINGED",1,"F","3J","219","40.3",185.5,"","","N",0,1,1,"","","","30-12-1899 14:25:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"682",2014-07-17,"GM","J928","","EY69760","RZPWM",NA,"010C114880","RINGED",1,"F","3J","220","42.6",199.4,"","","N",0,1,1,"","","","30-12-1899 14:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"683",2014-07-17,"GM","J929","","EY69761","GZPWM",NA,"010C1140C6","RINGED",1,"F","3J","228","41.1",197.2,"","","N",0,1,1,"","","","30-12-1899 14:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"684",2014-07-17,"GM","J930","","EY69762","RVWM",NA,"010C11BE9B","RINGED",1,"F","3J","231","43.2",200.6,"","","N",0,1,1,"","","","30-12-1899 14:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"685",2014-07-17,"GM","J931","","EY69763","GVWM",NA,"010C113B9D","RINGED",1,"","3J","219","39.9",186.8,"","","N",0,1,1,"","","","30-12-1899 14:55:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"686",2014-07-17,"GM","J932","","EY69764","YVWM",NA,"010C115F17","RINGED",1,"","3J","224","41.1",199.6,"","","N",0,1,1,"","","","30-12-1899 14:55:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"687",2014-07-17,"GM","J933","","EY69765","BOBM",NA,"010C10AEF3","RINGED",1,"M","5","234","42.5",233.3,"","","N",0,1,0,"","","","30-12-1899 15:00:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,11
"688",2014-07-17,"GM","J934","","EY69766","BZORM",NA,"010C11A879","RINGED",1,"F","6","230","41.8",206.3,"","","Y",0,1,1,"","","","30-12-1899 15:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,0,12
"689",2014-07-23,"GM","J935","","EY69767","BVWM",NA,"010C118E99","RINGED",1,"","3J","214","39.8",196.5,"","","N",0,1,1,"","","","30-12-1899 11:10:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"690",2014-07-23,"GM","J936","","EY69768","WVWM",NA,"010C10FC6A","RINGED",1,"","3J","219","43.9",189.7,"","","N",0,1,1,"","","","30-12-1899 11:15:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Has skin condition of some kind",2014,1,10
"691",2014-07-23,"GM","J937","","EY69769","SVWM",NA,"010C10E88D","RINGED",1,"","3J","229","43.3",213.4,"","","N",0,1,1,"","","","30-12-1899 11:20:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Has skin condition of some kind",2014,1,10
"692",2014-07-23,"GM","J938","","EY69770","OVWM",NA,"010C11774E","RINGED",1,"","3J","227","43.2",196.8,"","","N",0,1,1,"","","","30-12-1899 11:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"693",2014-07-23,"GM","J939","","EY69771","RZVWM",NA,"010C118VA9","RINGED",1,"F","3J","223","44.6",216.9,"","","N",0,1,1,"","","","30-12-1899 11:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"694",2014-07-23,"GM","J940","","EY69772","BZYWM",NA,"010C11B244","RINGED",1,"","3J","236","44.2",242.3,"","","N",0,1,1,"","","","30-12-1899 11:40:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"695",2014-07-23,"GM","J941","","EY69773","YGRM",NA,"010C117F1A","RINGED",1,"","3J","235","45.3",239.8,"","","N",0,1,1,"","","","30-12-1899 11:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Pre-existing cut on foot",2014,1,10
"696",2014-07-23,"GM","J942","","EY69774","BZWRM",NA,"010C118099","RINGED",1,"","3J","229","42.0",185.7,"","","N",0,1,1,"","","","30-12-1899 11:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"697",2014-07-23,"GM","J943","","EY69775","SORM",NA,"010C11B644","RINGED",1,"F","3J","234","43.4",228.3,"","","N",0,1,1,"","","","30-12-1899 11:35:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,10
"698",2014-07-23,"GM","J944","","EY69776","ORRM",NA,"010C10C2EF","RINGED",1,"","3J","226","40.4",177.4,"","","N",0,1,1,"","","","30-12-1899 11:45:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap. Trap damage to leg.",2014,1,10
"699",2014-07-23,"GM","J945","","EY69777","OOBM",NA,"010C11781E","RINGED",1,"M","5","232","42.9",240.6,"","","N",0,1,0,"","","","30-12-1899 12:30:00","",NA,NA,NA,NA,NA,NA,NA,NA,"PENCOOSE","Ladder trap",2014,1,11
