"","box","date","phase","site","eggs","chicks","eggDev","chickDev","mean_chick_weight","interpolled","mean_weightDev"
"16063","X20","2023-06-13","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16064","X21","2023-06-13","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16065","X22","2023-06-13","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16066","MW02","2023-06-13",NA,"M",0,-4,0,-3,NA,NA,NA
"16067","Z09","2023-06-13",NA,"Z",0,0,0,-0.452380952380952,NA,NA,NA
"16068","X18","2023-06-13","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16069","MW06","2023-06-13",NA,"M",0,0,0,1,NA,NA,NA
"16070","M03","2023-06-13",NA,"M",0,0,0,1,NA,NA,NA
"16071","MW01","2023-06-13",NA,"M",0,0,0,1,NA,NA,NA
"16072","Z46","2023-06-13",NA,"Z",0,0,0,-0.452380952380952,NA,NA,NA
"16073","Z30","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16074","Y27","2023-06-14","Provisioning","Y",0,1,-0.0857142857142857,0.857142857142857,NA,"unkown",NA
"16075","Z15","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16076","Y15","2023-06-14",NA,"Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16077","Z24","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16078","Z14","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16079","X33","2023-06-14","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16080","Y06","2023-06-14","Fail","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16081","Y19","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16082","Y25","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16083","X31","2023-06-14","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16084","Z06","2023-06-14","Fail","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16085","Z20","2023-06-14","Provisioning","Z",0,0,0,-0.30952380952381,NA,"unkown",NA
"16086","X25","2023-06-14","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16087","Y01","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16088","Y18","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16089","Y09","2023-06-14","Fail","Y",3,0,2.91428571428571,-0.142857142857143,NA,NA,NA
"16090","Y07","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16091","Y29","2023-06-14","Fail","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16092","Y10","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16093","X32","2023-06-14","Provisioning","X",0,2,0,1.88235294117647,NA,"unkown",NA
"16094","Y28","2023-06-14","Fail","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16095","Y02","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16096","Y03","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16097","Y21","2023-06-14","Fail","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16098","X40","2023-06-14",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"16099","Z28","2023-06-14","Provisioning","Z",0,3,0,2.69047619047619,NA,"unkown",NA
"16100","Y17","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16101","Y05","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16102","Y20","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16103","Y22","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16104","Z19","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16105","X23","2023-06-14","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16106","Y16","2023-06-14","Fail","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16107","Z11","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16108","Y08","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16109","Z07","2023-06-14","Fail","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16110","Z27","2023-06-14","Provisioning","Z",0,2,0,1.69047619047619,NA,"unkown",NA
"16111","X36","2023-06-14","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16112","X38","2023-06-14","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16113","X39","2023-06-14","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16114","Y26","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16115","Y11","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16116","Y12","2023-06-14","Provisioning","Y",0,1,-0.0857142857142857,0.857142857142857,NA,"unkown",NA
"16117","Y30","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16118","Y31","2023-06-14","Fail","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16119","Y23","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16120","Z32","2023-06-14","Provisioning","Z",0,2,0,1.69047619047619,NA,"unkown",NA
"16121","Z34","2023-06-14",NA,"Z",0,0,0,-0.30952380952381,NA,NA,NA
"16122","Z22","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16123","Y04","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16124","Z13","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16125","Z25","2023-06-14","Fail","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16126","Z10","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16127","Z23","2023-06-14","Provisioning","Z",0,2,0,1.69047619047619,NA,"unkown",NA
"16128","Y14","2023-06-14","Fail","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16129","X01","2023-06-14",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"16130","X27","2023-06-14","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16131","X35","2023-06-14","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16132","Y34","2023-06-14","Fail","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16133","Y13","2023-06-14",NA,"Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16134","X28","2023-06-14",NA,"X",0,0,0,-0.117647058823529,NA,NA,NA
"16135","Y24","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16136","Y32","2023-06-14","Provisioning","Y",0,1,-0.0857142857142857,0.857142857142857,NA,"unkown",NA
"16137","Y33","2023-06-14","Provisioning","Y",0,2,-0.0857142857142857,1.85714285714286,NA,"unkown",NA
"16138","Z31","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16139","Z02","2023-06-14","Fail","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16140","Z08","2023-06-14","Fail","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16141","Z26","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16142","Z43","2023-06-14","Fail","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16143","Y35","2023-06-14","Fledge","Y",0,0,-0.0857142857142857,-0.142857142857143,NA,NA,NA
"16144","Z38","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16145","Z18","2023-06-14","Fail","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16146","Z05","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16147","Z29","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16148","Z41","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16149","Z44","2023-06-14","Fail","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16150","Z16","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16151","Z17","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16152","Z33","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16153","Z37","2023-06-14",NA,"Z",0,0,0,-0.30952380952381,NA,NA,NA
"16154","Z03","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16155","Z45","2023-06-14","Provisioning","Z",0,3,0,2.69047619047619,NA,"unkown",NA
"16156","Z39","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16157","Z42","2023-06-14","Provisioning","Z",0,1,0,0.69047619047619,NA,"unkown",NA
"16158","Z40","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16159","Z21","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16160","Z35","2023-06-14","Fledge","Z",0,0,0,-0.30952380952381,NA,NA,NA
"16161","X20","2023-06-14","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16162","X21","2023-06-14","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16163","X22","2023-06-14","Fledge","X",0,0,0,-0.117647058823529,NA,NA,NA
"16164","MW02","2023-06-14",NA,"M",0,-4,0,-3,NA,NA,NA
"16165","Z09","2023-06-14",NA,"Z",0,0,0,-0.30952380952381,NA,NA,NA
"16166","X18","2023-06-14","Fail","X",0,0,0,-0.117647058823529,NA,NA,NA
"16167","MW06","2023-06-14",NA,"M",0,0,0,1,NA,NA,NA
"16168","M03","2023-06-14",NA,"M",0,0,0,1,NA,NA,NA
"16169","MW01","2023-06-14",NA,"M",0,0,0,1,NA,NA,NA
"16170","Z46","2023-06-14",NA,"Z",0,0,0,-0.30952380952381,NA,NA,NA
"16171","Z30","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16172","Y27","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16173","Z15","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16174","Y15","2023-06-15",NA,"Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16175","Z24","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16176","Z14","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16177","X33","2023-06-15","Fledge","X",0,0,0,0,NA,NA,NA
"16178","Y06","2023-06-15","Fail","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16179","Y19","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16180","Y25","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16181","X31","2023-06-15","Fledge","X",0,0,0,0,NA,NA,NA
"16182","Z06","2023-06-15","Fail","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16183","Z20","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16184","X25","2023-06-15","Fledge","X",0,0,0,0,NA,NA,NA
"16185","Y01","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16186","Y18","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16187","Y09","2023-06-15","Fail","Y",3,0,2.91428571428571,-0.114285714285714,NA,NA,NA
"16188","Y07","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16189","Y29","2023-06-15","Fail","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16190","Y10","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16191","X32","2023-06-15","Fledge","X",0,0,0,0,NA,NA,NA
"16192","Y28","2023-06-15","Fail","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16193","Y02","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16194","Y03","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16195","Y21","2023-06-15","Fail","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16196","X40","2023-06-15",NA,"X",0,0,0,0,NA,NA,NA
"16197","Z28","2023-06-15","Provisioning","Z",0,1,0,0.833333333333333,NA,"unkown",NA
"16198","Y17","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16199","Y05","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16200","Y20","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16201","Y22","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16202","Z19","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16203","X23","2023-06-15","Fledge","X",0,0,0,0,NA,NA,NA
"16204","Y16","2023-06-15","Fail","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16205","Z11","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16206","Y08","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16207","Z07","2023-06-15","Fail","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16208","Z27","2023-06-15","Provisioning","Z",0,2,0,1.83333333333333,NA,"unkown",NA
"16209","X36","2023-06-15","Fledge","X",0,0,0,0,NA,NA,NA
"16210","X38","2023-06-15","Fail","X",0,0,0,0,NA,NA,NA
"16211","X39","2023-06-15","Fail","X",0,0,0,0,NA,NA,NA
"16212","Y26","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16213","Y11","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16214","Y12","2023-06-15","Provisioning","Y",0,1,-0.0857142857142857,0.885714285714286,NA,"unkown",NA
"16215","Y30","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16216","Y31","2023-06-15","Fail","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16217","Y23","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16218","Z32","2023-06-15","Provisioning","Z",0,2,0,1.83333333333333,NA,"unkown",NA
"16219","Z34","2023-06-15",NA,"Z",0,0,0,-0.166666666666667,NA,NA,NA
"16220","Z22","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16221","Y04","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16222","Z13","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16223","Z25","2023-06-15","Fail","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16224","Z10","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16225","Z23","2023-06-15","Provisioning","Z",0,2,0,1.83333333333333,NA,"unkown",NA
"16226","Y14","2023-06-15","Fail","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16227","X01","2023-06-15",NA,"X",0,0,0,0,NA,NA,NA
"16228","X27","2023-06-15","Fledge","X",0,0,0,0,NA,NA,NA
"16229","X35","2023-06-15","Fledge","X",0,0,0,0,NA,NA,NA
"16230","Y34","2023-06-15","Fail","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16231","Y13","2023-06-15",NA,"Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16232","X28","2023-06-15",NA,"X",0,0,0,0,NA,NA,NA
"16233","Y24","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16234","Y32","2023-06-15","Provisioning","Y",0,1,-0.0857142857142857,0.885714285714286,NA,"unkown",NA
"16235","Y33","2023-06-15","Provisioning","Y",0,2,-0.0857142857142857,1.88571428571429,NA,"unkown",NA
"16236","Z31","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16237","Z02","2023-06-15","Fail","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16238","Z08","2023-06-15","Fail","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16239","Z26","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16240","Z43","2023-06-15","Fail","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16241","Y35","2023-06-15","Fledge","Y",0,0,-0.0857142857142857,-0.114285714285714,NA,NA,NA
"16242","Z38","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16243","Z18","2023-06-15","Fail","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16244","Z05","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16245","Z29","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16246","Z41","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16247","Z44","2023-06-15","Fail","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16248","Z16","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16249","Z17","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16250","Z33","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16251","Z37","2023-06-15",NA,"Z",0,0,0,-0.166666666666667,NA,NA,NA
"16252","Z03","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16253","Z45","2023-06-15","Provisioning","Z",0,0,0,-0.166666666666667,NA,"unkown",NA
"16254","Z39","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16255","Z42","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16256","Z40","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16257","Z21","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16258","Z35","2023-06-15","Fledge","Z",0,0,0,-0.166666666666667,NA,NA,NA
"16259","X20","2023-06-15","Fail","X",0,0,0,0,NA,NA,NA
"16260","X21","2023-06-15","Fail","X",0,0,0,0,NA,NA,NA
"16261","X22","2023-06-15","Fledge","X",0,0,0,0,NA,NA,NA
"16262","MW02","2023-06-15",NA,"M",0,-4,0,-3,NA,NA,NA
"16263","Z09","2023-06-15",NA,"Z",0,0,0,-0.166666666666667,NA,NA,NA
"16264","X18","2023-06-15","Fail","X",0,0,0,0,NA,NA,NA
"16265","MW06","2023-06-15",NA,"M",0,0,0,1,NA,NA,NA
"16266","M03","2023-06-15",NA,"M",0,0,0,1,NA,NA,NA
"16267","MW01","2023-06-15",NA,"M",0,0,0,1,NA,NA,NA
"16268","Z46","2023-06-15",NA,"Z",0,0,0,-0.166666666666667,NA,NA,NA
"16269","Z30","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16270","Y27","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16271","Z15","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16272","Y15","2023-06-16",NA,"Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16273","Z24","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16274","Z14","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16275","X33","2023-06-16","Fledge","X",0,0,0,0,NA,NA,NA
"16276","Y06","2023-06-16","Fail","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16277","Y19","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16278","Y25","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16279","X31","2023-06-16","Fledge","X",0,0,0,0,NA,NA,NA
"16280","Z06","2023-06-16","Fail","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16281","Z20","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16282","X25","2023-06-16","Fledge","X",0,0,0,0,NA,NA,NA
"16283","Y01","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16284","Y18","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16285","Y09","2023-06-16","Fail","Y",3,0,2.91428571428571,-0.0571428571428571,NA,NA,NA
"16286","Y07","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16287","Y29","2023-06-16","Fail","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16288","Y10","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16289","X32","2023-06-16","Fledge","X",0,0,0,0,NA,NA,NA
"16290","Y28","2023-06-16","Fail","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16291","Y02","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16292","Y03","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16293","Y21","2023-06-16","Fail","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16294","X40","2023-06-16",NA,"X",0,0,0,0,NA,NA,NA
"16295","Z28","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16296","Y17","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16297","Y05","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16298","Y20","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16299","Y22","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16300","Z19","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16301","X23","2023-06-16","Fledge","X",0,0,0,0,NA,NA,NA
"16302","Y16","2023-06-16","Fail","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16303","Z11","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16304","Y08","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16305","Z07","2023-06-16","Fail","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16306","Z27","2023-06-16","Provisioning","Z",0,2,0,1.88095238095238,NA,"unkown",NA
"16307","X36","2023-06-16","Fledge","X",0,0,0,0,NA,NA,NA
"16308","X38","2023-06-16","Fail","X",0,0,0,0,NA,NA,NA
"16309","X39","2023-06-16","Fail","X",0,0,0,0,NA,NA,NA
"16310","Y26","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16311","Y11","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16312","Y12","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16313","Y30","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16314","Y31","2023-06-16","Fail","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16315","Y23","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16316","Z32","2023-06-16","Provisioning","Z",0,2,0,1.88095238095238,NA,"unkown",NA
"16317","Z34","2023-06-16",NA,"Z",0,0,0,-0.119047619047619,NA,NA,NA
"16318","Z22","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16319","Y04","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16320","Z13","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16321","Z25","2023-06-16","Fail","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16322","Z10","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16323","Z23","2023-06-16","Provisioning","Z",0,1,0,0.880952380952381,NA,"unkown",NA
"16324","Y14","2023-06-16","Fail","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16325","X01","2023-06-16",NA,"X",0,0,0,0,NA,NA,NA
"16326","X27","2023-06-16","Fledge","X",0,0,0,0,NA,NA,NA
"16327","X35","2023-06-16","Fledge","X",0,0,0,0,NA,NA,NA
"16328","Y34","2023-06-16","Fail","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16329","Y13","2023-06-16",NA,"Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16330","X28","2023-06-16",NA,"X",0,0,0,0,NA,NA,NA
"16331","Y24","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16332","Y32","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
"16333","Y33","2023-06-16","Provisioning","Y",0,2,-0.0857142857142857,1.94285714285714,NA,"unkown",NA
"16334","Z31","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16335","Z02","2023-06-16","Fail","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16336","Z08","2023-06-16","Fail","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16337","Z26","2023-06-16","Fledge","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16338","Z43","2023-06-16","Fail","Z",0,0,0,-0.119047619047619,NA,NA,NA
"16339","Y35","2023-06-16","Fledge","Y",0,0,-0.0857142857142857,-0.0571428571428571,NA,NA,NA
